,chemical_formula_descriptive
4076,C5HfMoNbTaW
4077,C5HfMoNbTaW
4078,C5HfMoNbTaW
4079,C5HfMoNbTaW
4080,C5HfMoNbTaW
4081,C5HfMoNbTaW
4082,C5HfMoNbTaW
4083,C5HfMoNbTaW
4084,C5HfMoNbTaW
4085,C5HfMoNbTaW
4086,C5HfMoNbTaW
4087,C5HfMoNbTaW
4088,C5HfMoNbTaW
4089,C5HfMoNbTaW
4090,C5HfMoNbTaW
4091,C5HfMoNbTaW
4092,C5HfMoNbTaW
4093,C5HfMoNbTaW
4094,C5HfMoNbTaW
4095,C5HfMoNbTaW
4096,C5HfMoNbTaW
4097,C5HfMoNbTaW
4098,C5HfMoNbTaW
4099,C5HfMoNbTaW
4100,C5HfMoNbTaW
4101,C5HfMoNbTaW
4102,C5HfMoNbTaW
4103,C5HfMoNbTaW
4104,C5HfMoNbTaW
4105,C5HfMoNbTaW
4106,C5HfMoNbTaW
4107,C5HfMoNbTaW
4108,C5HfMoNbTaW
4109,C5HfMoNbTaW
4110,C5HfMoNbTaW
4111,C5HfMoNbTaW
4112,C5HfMoNbTaW
4113,C5HfMoNbTaW
4114,C5HfMoNbTaW
4115,C5HfMoNbTaW
4116,C5HfMoNbTaW
4117,C5HfMoNbTaW
4118,C5HfMoNbTaW
4119,C5HfMoNbTaW
4120,C5HfMoNbTaW
4121,C5HfMoNbTaW
4122,C5HfMoNbTaW
4123,C5HfMoNbTaW
4124,C5HfMoNbTaW
4125,C5HfMoNbTaW
4126,C5HfMoNbTaW
4127,C5HfMoNbTaW
4128,C5HfMoNbTaW
4129,C5HfMoNbTaW
4130,C5HfMoNbTaW
4131,C5HfMoNbTaW
4132,C5HfMoNbTaW
4133,C5HfMoNbTaW
4134,C5HfMoNbTaW
4135,C5HfMoNbTaW
4136,C5HfMoNbTaW
4137,C5HfMoNbTaW
4138,C5HfMoNbTaW
4139,C5HfMoNbTaW
4140,C5HfMoNbTaW
4141,C5HfMoNbTaW
4142,C5HfMoNbTaW
4143,C5HfMoNbTaW
4144,C5HfMoNbTaW
4145,C5HfMoNbTaW
4146,C5HfMoNbTaW
4147,C5HfMoNbTaW
4148,C5HfMoNbTaW
4149,C5HfMoNbTaW
4150,C5HfMoNbTaW
4151,C5HfMoNbTaW
4152,C5HfMoNbTaW
4153,C5HfMoNbTaW
4154,C5HfMoNbTaW
4155,C5HfMoNbTaW
4156,C5HfMoNbTaW
4157,C5HfMoNbTaW
4158,C5HfMoNbTaW
4159,C5HfMoNbTaW
4160,C5HfMoNbTaW
4161,C5HfMoNbTaW
4162,C5HfMoNbTaW
4163,C5HfMoNbTaW
4164,C5HfMoNbTaW
4165,C5HfMoNbTaW
4166,C5HfMoNbTiW
4167,C5HfMoNbTiW
4168,C5HfMoNbTiW
4169,C5HfMoNbTiW
4170,C5HfMoNbTiW
4171,C5HfMoNbTiW
4172,C5HfMoNbTiW
4173,C5HfMoNbTiW
4174,C5HfMoNbTiW
4175,C5HfMoNbTiW
4176,C5HfMoNbTiW
4177,C5HfMoNbTiW
4178,C5HfMoNbTiW
4179,C5HfMoNbTiW
4180,C5HfMoNbTiW
4181,C5HfMoNbTiW
4182,C5HfMoNbTiW
4183,C5HfMoNbTiW
4184,C5HfMoNbTiW
4185,C5HfMoNbTiW
4186,C5HfMoNbTiW
4187,C5HfMoNbTiW
4188,C5HfMoNbTiW
4189,C5HfMoNbTiW
4190,C5HfMoNbTiW
4191,C5HfMoNbTiW
4192,C5HfMoNbTiW
4193,C5HfMoNbTiW
4194,C5HfMoNbTiW
4195,C5HfMoNbTiW
4196,C5HfMoNbTiW
4197,C5HfMoNbTiW
4198,C5HfMoNbTiW
4199,C5HfMoNbTiW
4200,C5HfMoNbTiW
4201,C5HfMoNbTiW
4202,C5HfMoNbTiW
4203,C5HfMoNbTiW
4204,C5HfMoNbTiW
4205,C5HfMoNbTiW
4206,C5HfMoNbTiW
4207,C5HfMoNbTiW
4208,C5HfMoNbTiW
4209,C5HfMoNbTiW
4210,C5HfMoNbTiW
4211,C5HfMoNbTiW
4212,C5HfMoNbTiW
4213,C5HfMoNbTiW
4214,C5HfMoNbTiW
4215,C5HfMoNbTiW
4216,C5HfMoNbTiW
4217,C5HfMoNbTiW
4218,C5HfMoNbTiW
4219,C5HfMoNbTiW
4220,C5HfMoNbTiW
4221,C5HfMoNbTiW
4222,C5HfMoNbTiW
4223,C5HfMoNbTiW
4224,C5HfMoNbTiW
4225,C5HfMoNbTiW
4226,C5HfMoNbTiW
4227,C5HfMoNbTiW
4228,C5HfMoNbTiW
4229,C5HfMoNbTiW
4230,C5HfMoNbTiW
4231,C5HfMoNbTiW
4232,C5HfMoNbTiW
4233,C5HfMoNbTiW
4234,C5HfMoNbTiW
4235,C5HfMoNbTiW
4236,C5HfMoNbTiW
4237,C5HfMoNbTiW
4238,C5HfMoNbTiW
4239,C5HfMoNbTiW
4240,C5HfMoNbTiW
4241,C5HfMoNbTiW
4242,C5HfMoNbTiW
4243,C5HfMoNbTiW
4244,C5HfMoNbTiW
4245,C5HfMoNbTiW
4246,C5HfMoNbTiW
4247,C5HfMoNbTiW
4248,C5HfMoNbTiW
4249,C5HfMoNbTiW
4250,C5HfMoNbTiW
4251,C5HfMoNbTiW
4252,C5HfMoNbTiW
4253,C5HfMoNbTiW
4254,C5HfMoNbTiW
4255,C5HfMoNbTiW
4256,C5HfMoNbTiW
4257,C5HfMoNbTiW
4258,C5HfMoNbTiW
4259,C5HfMoNbTiW
4260,C5HfMoNbTiW
4261,C5HfMoNbTiW
4262,C5HfMoNbTiW
4263,C5HfMoNbTiW
4264,C5HfMoNbTiW
4265,C5HfMoNbTiW
4266,C5HfMoNbTiW
4267,C5HfMoNbTiW
4268,C5HfMoNbTiW
4269,C5HfMoNbTiW
4270,C5HfMoNbTiW
4271,C5HfMoNbTiW
4272,C5HfMoNbTiW
4273,C5HfMoNbTiW
4274,C5HfMoNbTiW
4275,C5HfMoNbTiW
4276,C5HfMoNbTiW
4277,C5HfMoNbTiW
4278,C5HfMoNbTiW
4279,C5HfMoNbTiW
4280,C5HfMoNbTiW
4281,C5HfMoNbTiW
4282,C5HfMoNbTiW
4283,C5HfMoNbTiW
4284,C5HfMoNbTiW
4285,C5HfMoNbTiW
4286,C5HfMoNbTiW
4287,C5HfMoNbTiW
4288,C5HfMoNbTiW
4289,C5HfMoNbTiW
4290,C5HfMoNbTiW
4291,C5HfMoNbTiW
4292,C5HfMoNbTiW
4293,C5HfMoNbTiW
4294,C5HfMoNbTiW
4295,C5HfMoNbTiW
4296,C5HfMoNbTiW
4297,C5HfMoNbTiW
4298,C5HfMoNbTiW
4299,C5HfMoNbTiW
4300,C5HfMoNbTiW
4301,C5HfMoNbTiW
4302,C5HfMoNbTiW
4303,C5HfMoNbTiW
4304,C5HfMoNbTiW
4305,C5HfMoNbTiW
4306,C5HfMoNbTiW
4307,C5HfMoNbTiW
4308,C5HfMoNbTiW
4309,C5HfMoNbTiW
4310,C5HfMoNbTiW
4311,C5HfMoNbTiW
4312,C5HfMoNbTiW
4313,C5HfMoNbTiW
4314,C5HfMoNbTiW
4315,C5HfMoNbTiW
4316,C5HfMoNbTiW
4317,C5HfMoNbTiW
4318,C5HfMoNbTiW
4319,C5HfMoNbTiW
4320,C5HfMoNbTiW
4321,C5HfMoNbTiW
4322,C5HfMoNbTiW
4323,C5HfMoNbTiW
4324,C5HfMoNbTiW
4325,C5HfMoNbTiW
4326,C5HfMoNbTiW
4327,C5HfMoNbTiW
4328,C5HfMoNbTiW
4329,C5HfMoNbTiW
4330,C5HfMoNbTiW
4331,C5HfMoNbTiW
4332,C5HfMoNbTiW
4333,C5HfMoNbTiW
4334,C5HfMoNbTiW
4335,C5HfMoNbTiW
4336,C5HfMoNbTiW
4337,C5HfMoNbTiW
4338,C5HfMoNbTiW
4339,C5HfMoNbTiW
4340,C5HfMoNbTiW
4341,C5HfMoNbTiW
4342,C5HfMoNbTiW
4343,C5HfMoNbTiW
4344,C5HfMoNbTiW
4345,C5HfMoNbTiW
4346,C5HfMoNbTiW
4347,C5HfMoNbTiW
4348,C5HfMoNbTiW
4349,C5HfMoNbTiW
4350,C5HfMoNbTiW
4351,C5HfMoNbTiW
4352,C5HfMoNbTiW
4353,C5HfMoNbTiW
4354,C5HfMoNbTiW
4355,C5HfMoNbTiW
4356,C5HfMoNbTiW
4357,C5HfMoNbTiW
4358,C5HfMoNbTiW
4359,C5HfMoNbTiW
4360,C5HfMoNbTiW
4361,C5HfMoNbTiW
4362,C5HfMoNbTiW
4363,C5HfMoNbTiW
4364,C5HfMoNbTiW
4365,C5HfMoNbTiW
4366,C5HfMoNbTiW
4367,C5HfMoNbTiW
4368,C5HfMoNbTiW
4369,C5HfMoNbTiW
4370,C5HfMoNbTiW
4371,C5HfMoNbTiW
4372,C5HfMoNbTiW
4373,C5HfMoNbTiW
4374,C5HfMoNbTiW
4375,C5HfMoNbTiW
4376,C5HfMoNbTiW
4377,C5HfMoNbTiW
4378,C5HfMoNbTiW
4379,C5HfMoNbTiW
4380,C5HfMoNbTiW
4381,C5HfMoNbTiW
4382,C5HfMoNbTiW
4383,C5HfMoNbTiW
4384,C5HfMoNbTiW
4385,C5HfMoNbTiW
4386,C5HfMoNbTiW
4387,C5HfMoNbTiW
4388,C5HfMoNbTiW
4389,C5HfMoNbTiW
4390,C5HfMoNbTiW
4391,C5HfMoNbTiW
4392,C5HfMoNbTiW
4393,C5HfMoNbTiW
4394,C5HfMoNbTiW
4395,C5HfMoNbTiW
4396,C5HfMoNbTiW
4397,C5HfMoNbTiW
4398,C5HfMoNbTiW
4399,C5HfMoNbTiW
4400,C5HfMoNbTiW
4401,C5HfMoNbTiW
4402,C5HfMoNbTiW
4403,C5HfMoNbTiW
4404,C5HfMoNbTiW
4405,C5HfMoNbTiW
4406,C5HfMoNbTiW
4407,C5HfMoNbTiW
4408,C5HfMoNbTiW
4409,C5HfMoNbTiW
4410,C5HfMoNbTiW
4411,C5HfMoNbTiW
4412,C5HfMoNbTiW
4413,C5HfMoNbTiW
4414,C5HfMoNbTiW
4415,C5HfMoNbTiW
4416,C5HfMoNbTiW
4417,C5HfMoNbTiW
4418,C5HfMoNbTiW
4419,C5HfMoNbTiW
4420,C5HfMoNbTiW
4421,C5HfMoNbTiW
4422,C5HfMoNbTiW
4423,C5HfMoNbTiW
4424,C5HfMoNbTiW
4425,C5HfMoNbTiW
4426,C5HfMoNbTiW
4427,C5HfMoNbTiW
4428,C5HfMoNbTiW
4429,C5HfMoNbTiW
4430,C5HfMoNbTiW
4431,C5HfMoNbTiW
4432,C5HfMoNbTiW
4433,C5HfMoNbTiW
4434,C5HfMoNbTiW
4435,C5HfMoNbTiW
4436,C5HfMoNbTiW
4437,C5HfMoNbTiW
4438,C5HfMoNbTiW
4439,C5HfMoNbTiW
4440,C5HfMoNbTiW
4441,C5HfMoNbTiW
4442,C5HfMoNbTiW
4443,C5HfMoNbTiW
4444,C5HfMoNbTiW
4445,C5HfMoNbTiW
4446,C5HfMoNbTiW
4447,C5HfMoNbTiW
4448,C5HfMoNbTiW
4449,C5HfMoNbTiW
4450,C5HfMoNbTiW
4451,C5HfMoNbTiW
4452,C5HfMoNbTiW
4453,C5HfMoNbTiW
4454,C5HfMoNbTiW
4455,C5HfMoNbTiW
4456,C5HfMoNbTiW
4457,C5HfMoNbTiW
4458,C5HfMoNbTiW
4459,C5HfMoNbTiW
4460,C5HfMoNbVW
4461,C5HfMoNbVW
4462,C5HfMoNbVW
4463,C5HfMoNbVW
4464,C5HfMoNbVW
4465,C5HfMoNbVW
4466,C5HfMoNbVW
4467,C5HfMoNbVW
4468,C5HfMoNbVW
4469,C5HfMoNbVW
4470,C5HfMoNbVW
4471,C5HfMoNbVW
4472,C5HfMoNbVW
4473,C5HfMoNbVW
4474,C5HfMoNbVW
4475,C5HfMoNbVW
4476,C5HfMoNbVW
4477,C5HfMoNbVW
4478,C5HfMoNbVW
4479,C5HfMoNbVW
4480,C5HfMoNbVW
4481,C5HfMoNbVW
4482,C5HfMoNbVW
4483,C5HfMoNbVW
4484,C5HfMoNbVW
4485,C5HfMoNbVW
4486,C5HfMoNbVW
4487,C5HfMoNbVW
4488,C5HfMoNbVW
4489,C5HfMoNbVW
4490,C5HfMoNbVW
4491,C5HfMoNbVW
4492,C5HfMoNbVW
4493,C5HfMoNbVW
4494,C5HfMoNbVW
4495,C5HfMoNbVW
4496,C5HfMoNbVW
4497,C5HfMoNbVW
4498,C5HfMoNbVW
4499,C5HfMoNbVW
4500,C5HfMoNbVW
4501,C5HfMoNbVW
4502,C5HfMoNbVW
4503,C5HfMoNbVW
4504,C5HfMoNbVW
4505,C5HfMoNbVW
4506,C5HfMoNbVW
4507,C5HfMoNbVW
4508,C5HfMoNbVW
4509,C5HfMoNbVW
4510,C5HfMoNbVW
4511,C5HfMoNbVW
4512,C5HfMoNbVW
4513,C5HfMoNbVW
4514,C5HfMoNbVW
4515,C5HfMoNbVW
4516,C5HfMoNbVW
4517,C5HfMoNbVW
4518,C5HfMoNbVW
4519,C5HfMoNbVW
4520,C5HfMoNbVW
4521,C5HfMoNbVW
4522,C5HfMoNbVW
4523,C5HfMoNbVW
4524,C5HfMoNbVW
4525,C5HfMoNbVW
4526,C5HfMoNbVW
4527,C5HfMoNbVW
4528,C5HfMoNbVW
4529,C5HfMoNbVW
4530,C5HfMoNbVW
4531,C5HfMoNbVW
4532,C5HfMoNbVW
4533,C5HfMoNbVW
4534,C5HfMoNbVW
4535,C5HfMoNbVW
4536,C5HfMoNbVW
4537,C5HfMoNbVW
4538,C5HfMoNbVW
4539,C5HfMoNbVW
4540,C5HfMoNbVW
4541,C5HfMoNbVW
4542,C5HfMoNbVW
4543,C5HfMoNbVW
4544,C5HfMoNbVW
4545,C5HfMoNbVW
4546,C5HfMoNbVW
4547,C5HfMoNbVW
4548,C5HfMoNbVW
4549,C5HfMoNbVW
4550,C5HfMoNbVW
4551,C5HfMoNbVW
4552,C5HfMoNbVW
4553,C5HfMoNbVW
4554,C5HfMoNbVW
4555,C5HfMoNbVW
4556,C5HfMoNbVW
4557,C5HfMoNbVW
4558,C5HfMoNbVW
4559,C5HfMoNbVW
4560,C5HfMoNbVW
4561,C5HfMoNbVW
4562,C5HfMoNbVW
4563,C5HfMoNbVW
4564,C5HfMoNbVW
4565,C5HfMoNbVW
4566,C5HfMoNbVW
4567,C5HfMoNbVW
4568,C5HfMoNbVW
4569,C5HfMoNbVW
4570,C5HfMoNbVW
4571,C5HfMoNbVW
4572,C5HfMoNbVW
4573,C5HfMoNbVW
4574,C5HfMoNbVW
4575,C5HfMoNbVW
4576,C5HfMoNbVW
4577,C5HfMoNbVW
4578,C5HfMoNbVW
4579,C5HfMoNbVW
4580,C5HfMoNbVW
4581,C5HfMoNbVW
4582,C5HfMoNbVW
4583,C5HfMoNbVW
4584,C5HfMoNbVW
4585,C5HfMoNbVW
4586,C5HfMoNbVW
4587,C5HfMoNbVW
4588,C5HfMoNbVW
4589,C5HfMoNbVW
4590,C5HfMoNbVW
4591,C5HfMoNbVW
4592,C5HfMoNbVW
4593,C5HfMoNbVW
4594,C5HfMoNbVW
4595,C5HfMoNbVW
4596,C5HfMoNbVW
4597,C5HfMoNbVW
4598,C5HfMoNbVW
4599,C5HfMoNbVW
4600,C5HfMoNbVW
4601,C5HfMoNbVW
4602,C5HfMoNbVW
4603,C5HfMoNbVW
4604,C5HfMoNbVW
4605,C5HfMoNbVW
4606,C5HfMoNbVW
4607,C5HfMoNbVW
4608,C5HfMoNbVW
4609,C5HfMoNbVW
4610,C5HfMoNbVW
4611,C5HfMoNbVW
4612,C5HfMoNbVW
4613,C5HfMoNbVW
4614,C5HfMoNbVW
4615,C5HfMoNbVW
4616,C5HfMoNbVW
4617,C5HfMoNbVW
4618,C5HfMoNbVW
4619,C5HfMoNbVW
4620,C5HfMoNbVW
4621,C5HfMoNbVW
4622,C5HfMoNbVW
4623,C5HfMoNbVW
4624,C5HfMoNbVW
4625,C5HfMoNbVW
4626,C5HfMoNbVW
4627,C5HfMoNbVW
4628,C5HfMoNbVW
4629,C5HfMoNbVW
4630,C5HfMoNbVW
4631,C5HfMoNbVW
4632,C5HfMoNbVW
4633,C5HfMoNbVW
4634,C5HfMoNbVW
4635,C5HfMoNbVW
4636,C5HfMoNbVW
4637,C5HfMoNbVW
4638,C5HfMoNbVW
4639,C5HfMoNbVW
4640,C5HfMoNbVW
4641,C5HfMoNbVW
4642,C5HfMoNbVW
4643,C5HfMoNbVW
4644,C5HfMoNbVW
4645,C5HfMoNbVW
4646,C5HfMoNbVW
4647,C5HfMoNbVW
4648,C5HfMoNbVW
4649,C5HfMoNbVW
4650,C5HfMoNbVW
4651,C5HfMoNbVW
4652,C5HfMoNbVW
4653,C5HfMoNbVW
4654,C5HfMoNbVW
4655,C5HfMoNbVW
4656,C5HfMoNbVW
4657,C5HfMoNbVW
4658,C5HfMoNbVW
4659,C5HfMoNbVW
4660,C5HfMoNbVW
4661,C5HfMoNbVW
4662,C5HfMoNbVW
4663,C5HfMoNbVW
4664,C5HfMoNbVW
4665,C5HfMoNbVW
4666,C5HfMoNbVW
4667,C5HfMoNbVW
4668,C5HfMoNbVW
4669,C5HfMoNbVW
4670,C5HfMoNbVW
4671,C5HfMoNbVW
4672,C5HfMoNbVW
4673,C5HfMoNbVW
4674,C5HfMoNbVW
4675,C5HfMoNbVW
4676,C5HfMoNbVW
4677,C5HfMoNbVW
4678,C5HfMoNbVW
4679,C5HfMoNbVW
4680,C5HfMoNbVW
4681,C5HfMoNbVW
4682,C5HfMoNbVW
4683,C5HfMoNbVW
4684,C5HfMoNbVW
4685,C5HfMoNbVW
4686,C5HfMoNbVW
4687,C5HfMoNbVW
4688,C5HfMoNbVW
4689,C5HfMoNbVW
4690,C5HfMoNbVW
4691,C5HfMoNbVW
4692,C5HfMoNbVW
4693,C5HfMoNbVW
4694,C5HfMoNbVW
4695,C5HfMoNbVW
4696,C5HfMoNbVW
4697,C5HfMoNbVW
4698,C5HfMoNbVW
4699,C5HfMoNbVW
4700,C5HfMoNbVW
4701,C5HfMoNbVW
4702,C5HfMoNbVW
4703,C5HfMoNbVW
4704,C5HfMoNbVW
4705,C5HfMoNbVW
4706,C5HfMoNbVW
4707,C5HfMoNbVW
4708,C5HfMoNbVW
4709,C5HfMoNbVW
4710,C5HfMoNbVW
4711,C5HfMoNbVW
4712,C5HfMoNbVW
4713,C5HfMoNbVW
4714,C5HfMoNbVW
4715,C5HfMoNbVW
4716,C5HfMoNbVW
4717,C5HfMoNbVW
4718,C5HfMoNbVW
4719,C5HfMoNbVW
4720,C5HfMoNbVW
4721,C5HfMoNbVW
4722,C5HfMoNbVW
4723,C5HfMoNbVW
4724,C5HfMoNbVW
4725,C5HfMoNbVW
4726,C5HfMoNbVW
4727,C5HfMoNbVW
4728,C5HfMoNbVW
4729,C5HfMoNbVW
4730,C5HfMoNbVW
4731,C5HfMoNbVW
4732,C5HfMoNbVW
4733,C5HfMoNbVW
4734,C5HfMoNbVW
4735,C5HfMoNbVW
4736,C5HfMoNbVW
4737,C5HfMoNbVW
4738,C5HfMoNbVW
4739,C5HfMoNbVW
4740,C5HfMoNbVW
4741,C5HfMoNbVW
4742,C5HfMoNbVW
4743,C5HfMoNbVW
4744,C5HfMoNbVW
4745,C5HfMoNbVW
4746,C5HfMoNbVW
4747,C5HfMoNbVW
